Time/Date,Tickers,Headlines
03/10/2025 10:04 AM,$ZZTOP,CRM moves on headline cross-asset flows
2023-08-18 14:50:56,$TSLA,Analysts weigh in on TSLA ahead of macro data
2024-08-20T07:07:45,CRM,Analysts weigh in on CRM ahead of macro data
19-May-2024 13:42,$AAPL / $CRM,Analysts weigh in on AAPL ahead of macro data
2023-12-24 06:46:28, $META ,"Funds trim exposure to META after sector read-across
( wire )"
2025-01-31 10:22:36, $AMZN ,Funds trim exposure to AMZN after sector read-across
"Oct 11, 2024 14:20:34",$ZZTOP,ABNB moves on headline cross-asset flows
02/02/2023 08:52 AM,$AAPL / $META,  AAPL moves on headline cross-asset flows  
2023-02-26T12:08:42,abnb ,ABNB active in premarket as volume spikes
2025-03-20 12:00:16,$AAPL / $AMZN,Analysts weigh in on AAPL ahead of macro data
07-Mar-2024 08:59, $CRM ,Analysts weigh in on CRM ahead of macro data
06/09/2023 12:10 PM, $UBER ,  Traders debate valuation for UBER into quarter-end  
17-Dec-2023 12:39,$ META $META,META active in premarket as volume spikes
2023-10-29 13:14:22, $UBER ,UBER options implied volatility elevated
2024-04-10T13:12:17,META,Analysts weigh in on META ahead of macro data
"Mar 25, 2023 14:29:56",abnb ,Sector rotation lifts ABNB in late trade
19-May-2023 10:58, $AMZN ,"""AMZN sees block trade interest — sources"""
2023-07-04T07:22:53,$LYFT,LYFT sees block trade interest — sources
2024/02/22 11:23:17,aapl ,Sector rotation lifts AAPL in late trade
2023-06-27 06:18:26,$UBER,Funds trim exposure to UBER after sector read-across
"Jun 15, 2023 09:59:10", $CRM ,"""Funds trim exposure to CRM after sector read-across"""
2023-10-10 14:23:06,$ AMZN $AMZN,Traders debate valuation for AMZN into quarter-end
2024/11/21 10:53:55, $ABNB ,
2025-02-07 12:58:03, $TSLA ,TSLA sees block trade interest — sources
"Aug 06, 2024 06:39:23", $MSFT ,Funds trim exposure to MSFT after sector read-across
2023-05-04 08:20:30,$ZZTOP,Sector rotation lifts GOOGL in late trade
01/01/2023 12:09 PM, $TSLA ,TSLA sees block trade interest — sources
07/23/2023 01:46 PM,$ GOOGL $GOOGL,GOOGL sees block trade interest — sources
"May 01, 2020 10:00:00",crm ,Sector rotation lifts CRM in late trade
"Aug 07, 2024 08:25:31",lyft ,Sector rotation lifts LYFT in late trade
2023/01/28 14:47:48, $AAPL ,AAPL options implied volatility elevated
2023-10-26 09:05:05, $META ,"""Sector rotation lifts META in late trade"""
01-May-2020 10:00,$META / $ABNB,Funds trim exposure to META after sector read-across
2023-09-15T09:37:30, $CRM ,Analysts weigh in on CRM ahead of macro data
2024-04-22 10:59:58,$ CRM $CRM,CRM moves on headline cross-asset flows
"Sep 30, 2023 07:58:47", $LYFT ,"LYFT moves on headline cross-asset flows
( wire )"
2024-11-25 15:42:39, $AMZN ,AMZN moves on headline cross-asset flows
2023-03-25 09:05:21,$CRM / $LYFT,CRM active in premarket as volume spikes
2023/09/25 10:11:30,TSLA,"Funds trim exposure to TSLA after sector read-across
( wire )"
05/01/2020 10:00 AM, $AAPL ,Traders debate valuation for AAPL into quarter-end
23-Apr-2024 07:58,$ CRM $CRM,Analysts weigh in on CRM ahead of macro data
2025/02/10 10:52:58,AAPL,Funds trim exposure to AAPL after sector read-across
"Sep 03, 2024 09:00:18",$ AMZN $AMZN,Sector rotation lifts AMZN in late trade
2023-08-21 09:32:26,$ META $META,Analysts weigh in on META ahead of macro data
2024-08-28 06:55:40,$ABNB / $AAPL,Traders debate valuation for ABNB into quarter-end
"Feb 16, 2024 12:00:16",$CRM,Analysts weigh in on CRM ahead of macro data
"May 01, 2020 10:00:00",$ ABNB $ABNB,"Traders debate valuation for ABNB into quarter-end
( wire )"
2023-12-12T08:56:32, $TSLA ,Funds trim exposure to TSLA after sector read-across
2023-05-31 08:03:15, $UBER ,UBER sees block trade interest — sources
2024-01-15 06:07:43,meta ,Analysts weigh in on META ahead of macro data
04/02/2023 07:15 AM,$LYFT,LYFT sees block trade interest — sources
06/29/2023 10:08 AM, $UBER ,Sector rotation lifts UBER in late trade
2024-09-26 08:39:28, $CRM ,CRM active in premarket as volume spikes
21-Oct-2024 14:58,googl ,GOOGL options implied volatility elevated
12/27/2023 03:49 PM, $GOOGL ,GOOGL options implied volatility elevated
07/09/2023 04:58 PM,$TSLA,TSLA moves on headline cross-asset flows
2023-12-15 15:10:05, $MSFT ,Sector rotation lifts MSFT in late trade
2025-02-28T15:47:34, $UBER ,Traders debate valuation for UBER into quarter-end
12/06/2024 02:13 PM,$ GOOGL $GOOGL,GOOGL active in premarket as volume spikes
2023-02-22 11:06:18,tsla ,Funds trim exposure to TSLA after sector read-across
2024-06-02 12:19:51,$LYFT,Traders debate valuation for LYFT into quarter-end
2024-09-13T12:10:03,tsla ,Analysts weigh in on TSLA ahead of macro data
2024-12-08 10:43:17, $GOOGL ,GOOGL sees block trade interest — sources
2024-02-04 13:27:08,$LYFT,Funds trim exposure to LYFT after sector read-across
"Mar 29, 2024 16:38:17", $ABNB ,Sector rotation lifts ABNB in late trade
10/17/2024 02:15 PM,TSLA,TSLA moves on headline cross-asset flows
2023-03-27 07:43:14, $LYFT ,LYFT active in premarket as volume spikes
15-Nov-2023 15:14,$ UBER $UBER,Traders debate valuation for UBER into quarter-end
18-Aug-2024 16:42,$MSFT,Analysts weigh in on MSFT ahead of macro data
04/06/2024 12:56 PM, $AAPL ,Sector rotation lifts AAPL in late trade
2024/11/08 13:08:58,$CRM,CRM sees block trade interest — sources
2024-07-20 08:52:02,META,Analysts weigh in on META ahead of macro data
11/21/2024 12:44 PM,UBER,Traders debate valuation for UBER into quarter-end
2023-10-24 07:32:17,$ CRM $CRM,CRM moves on headline cross-asset flows
2023-06-06 11:53:00, $GOOGL ,"""Traders debate valuation for GOOGL into quarter-end"""
13-Apr-2024 09:49,$LYFT,Traders debate valuation for LYFT into quarter-end
2023/10/19 13:31:44,$GOOGL / $ABNB,Traders debate valuation for GOOGL into quarter-end
2024-06-21 14:48:13,amzn ,Funds trim exposure to AMZN after sector read-across
10-Jan-2024 16:42,$ UBER $UBER,Traders debate valuation for UBER into quarter-end
10/04/2023 07:30 AM,$ GOOGL $GOOGL,GOOGL active in premarket as volume spikes
2024/12/01 16:31:00, $TSLA ,TSLA moves on headline cross-asset flows
2025-01-20 14:55:30, $LYFT ,LYFT moves on headline cross-asset flows
2024-10-20 14:01:34, $MSFT ,MSFT active in premarket as volume spikes
2023-08-02 07:45:37, $AMZN ,  AMZN active in premarket as volume spikes  
2024-04-15 06:57:46,aapl ,Sector rotation lifts AAPL in late trade
07/29/2024 04:31 PM,$LYFT,Sector rotation lifts LYFT in late trade
2024-08-17 06:58:46,$MSFT,Analysts weigh in on MSFT ahead of macro data
2020-05-01 10:00:00,$ABNB / $TSLA,
2024-04-15 16:45:32,META,
2023-08-09 07:43:10,$ UBER $UBER,Analysts weigh in on UBER ahead of macro data
2023-03-05 10:29:03, $TSLA ,Sector rotation lifts TSLA in late trade
2023-07-25 06:03:06,LYFT,
11-Feb-2025 14:46, $META ,META active in premarket as volume spikes
2023/09/30 14:35:47, $ABNB ,ABNB active in premarket as volume spikes
2024/07/28 15:56:06, $AMZN ,Funds trim exposure to AMZN after sector read-across
2023-11-30T09:29:53,$UBER,UBER active in premarket as volume spikes
2023-04-19T11:34:48,lyft ,Funds trim exposure to LYFT after sector read-across
01-May-2020 10:00,$ CRM $CRM,Funds trim exposure to CRM after sector read-across
26-Nov-2023 14:20,googl ,Analysts weigh in on GOOGL ahead of macro data
2024-07-11T13:29:47, $ABNB ,Traders debate valuation for ABNB into quarter-end
2025-01-12 11:09:31, $AMZN ,AMZN sees block trade interest — sources
2024-08-31T14:09:09, $UBER ,Analysts weigh in on UBER ahead of macro data
2023-10-16T13:30:26,AMZN,Traders debate valuation for AMZN into quarter-end
2020-05-01 10:00:00, $TSLA ,Funds trim exposure to TSLA after sector read-across
03/04/2023 12:49 PM, $MSFT ,Traders debate valuation for MSFT into quarter-end
2023/01/07 13:31:31,AMZN,AMZN sees block trade interest — sources
2023-04-21T13:09:03, $ABNB ,Sector rotation lifts ABNB in late trade
"Mar 01, 2024 13:54:16", $MSFT ,Sector rotation lifts MSFT in late trade
2023-01-07 15:48:13,$ CRM $CRM,CRM active in premarket as volume spikes
06-May-2023 11:28,tsla ,TSLA active in premarket as volume spikes
2024-11-25 12:23:58,MSFT,MSFT options implied volatility elevated
03-Oct-2024 11:22, $CRM ,CRM active in premarket as volume spikes
2024-08-04 10:58:13,CRM,CRM active in premarket as volume spikes
23-Feb-2024 16:28, $LYFT ,LYFT moves on headline cross-asset flows
2025-03-24T10:26:26, $CRM ,Analysts weigh in on CRM ahead of macro data
2023-07-07T07:47:45,$ZZTOP,Traders debate valuation for GOOGL into quarter-end
"Feb 25, 2023 11:54:53", $LYFT ,LYFT moves on headline cross-asset flows
2024/08/13 07:27:55, $ABNB ,ABNB sees block trade interest — sources
2025-01-24T06:47:52, $UBER ,UBER moves on headline cross-asset flows
05-Dec-2024 07:53,tsla ,"TSLA options implied volatility elevated
( wire )"
2023/01/11 10:06:59, $UBER ,UBER sees block trade interest — sources
29-Sep-2023 09:59,$ META $META,META moves on headline cross-asset flows
2024-06-21 11:12:23, $MSFT ,Traders debate valuation for MSFT into quarter-end
2024-04-25T09:49:17,$ GOOGL $GOOGL,Analysts weigh in on GOOGL ahead of macro data
2024-05-20 15:50:15, $LYFT ,LYFT active in premarket as volume spikes
2024-05-03 16:00:10,MSFT,MSFT moves on headline cross-asset flows
2024-06-05 11:34:52,$LYFT / $UBER,LYFT moves on headline cross-asset flows
03/13/2025 07:42 AM, $AAPL ,AAPL active in premarket as volume spikes
2024-07-30 15:14:35,$ TSLA $TSLA,TSLA moves on headline cross-asset flows
2020/05/01 10:00:00,$CRM / $GOOGL,CRM active in premarket as volume spikes
2025-01-18 09:14:53,$ZZTOP,Traders debate valuation for META into quarter-end
"Sep 21, 2023 13:51:18", $TSLA ,Funds trim exposure to TSLA after sector read-across
"Aug 11, 2023 16:57:37",$ GOOGL $GOOGL,"Analysts weigh in on GOOGL ahead of macro data
( wire )"
2025-01-25 09:09:46, $MSFT ,MSFT active in premarket as volume spikes
10/31/2024 11:52 AM,$ AMZN $AMZN,AMZN options implied volatility elevated
2024/07/02 11:21:43, $ABNB ,ABNB sees block trade interest — sources
"Mar 27, 2023 08:17:28",UBER,UBER options implied volatility elevated
2025-01-11 08:21:37,$ ABNB $ABNB,Analysts weigh in on ABNB ahead of macro data
21-Mar-2025 12:27, $AMZN ,AMZN options implied volatility elevated
2023/07/09 10:55:26, $MSFT ,"""Traders debate valuation for MSFT into quarter-end"""
2023-12-27T15:13:13,$ AMZN $AMZN,AMZN sees block trade interest — sources
24-Jan-2025 06:08, $TSLA ,Traders debate valuation for TSLA into quarter-end
07-Aug-2023 07:24,$LYFT / $AAPL,Funds trim exposure to LYFT after sector read-across
20-Mar-2024 10:37, $MSFT ,Funds trim exposure to MSFT after sector read-across
2025/03/09 11:58:28,$ABNB,  Traders debate valuation for ABNB into quarter-end  
03/08/2024 08:52 AM,amzn ,AMZN options implied volatility elevated
17-Jan-2023 10:36, $MSFT ,Funds trim exposure to MSFT after sector read-across
2024-07-20T13:00:23, $AAPL ,Sector rotation lifts AAPL in late trade
2023-07-05T10:06:48,crm ,CRM sees block trade interest — sources
2020/05/01 10:00:00,$UBER,Sector rotation lifts UBER in late trade
2024-07-25 07:56:38,$AMZN,Funds trim exposure to AMZN after sector read-across
03/24/2024 08:25 AM, $LYFT ,Sector rotation lifts LYFT in late trade
"Dec 16, 2023 12:53:21",$ TSLA $TSLA,Traders debate valuation for TSLA into quarter-end
"Jul 05, 2024 16:30:13",AAPL,Analysts weigh in on AAPL ahead of macro data
2024-04-16 06:11:48,$AMZN / $GOOGL,AMZN active in premarket as volume spikes
2023-01-06 10:44:32, $AAPL ,
2023-06-23 10:19:47, $META ,META sees block trade interest — sources
08-Mar-2025 16:36, $META ,  META active in premarket as volume spikes  
2023-02-12 14:25:17, $GOOGL ,Sector rotation lifts GOOGL in late trade
2023-06-20 06:26:13,ABNB,ABNB active in premarket as volume spikes
2020-05-01T10:00:00, $AAPL ,Funds trim exposure to AAPL after sector read-across
2020-05-01 10:00:00, $GOOGL ,GOOGL sees block trade interest — sources
2023-09-05 14:27:28, $TSLA ,  TSLA active in premarket as volume spikes  
2024-03-14 06:59:26,GOOGL,GOOGL moves on headline cross-asset flows
2025/01/11 08:46:09, $META ,META sees block trade interest — sources
11/11/2023 03:36 PM, $MSFT ,MSFT moves on headline cross-asset flows
2024-06-08T11:16:00, $AAPL ,AAPL active in premarket as volume spikes
2025-03-30 10:44:38, $META ,Analysts weigh in on META ahead of macro data
"Sep 02, 2024 07:38:47",$MSFT,MSFT sees block trade interest — sources
2024-01-03 11:49:53, $AAPL ,Sector rotation lifts AAPL in late trade
2025-02-17T06:31:10, $ABNB ,ABNB active in premarket as volume spikes
2024-05-26T06:25:58,crm ,CRM options implied volatility elevated
27-Mar-2023 15:59,GOOGL,GOOGL moves on headline cross-asset flows
2023-01-16 16:39:28,TSLA,TSLA moves on headline cross-asset flows
2024-09-17 12:16:01,$ZZTOP,LYFT active in premarket as volume spikes
2023-09-12 09:21:20,$GOOGL,Sector rotation lifts GOOGL in late trade
2024-06-14 09:54:43,$ UBER $UBER,UBER sees block trade interest — sources
2024-10-03 12:33:45, $MSFT ,"MSFT options implied volatility elevated
( wire )"
2023-02-11T12:23:59, $MSFT ,Funds trim exposure to MSFT after sector read-across
2023-03-13 13:59:12,$AMZN / $LYFT,Analysts weigh in on AMZN ahead of macro data
2020-05-01 10:00:00,$ ABNB $ABNB,ABNB sees block trade interest — sources
10/19/2023 01:53 PM, $CRM ,Analysts weigh in on CRM ahead of macro data
"Aug 22, 2024 12:34:35", $LYFT ,Funds trim exposure to LYFT after sector read-across
2024-07-15T15:35:07, $TSLA ,Sector rotation lifts TSLA in late trade
2023-11-11 12:25:17,amzn ,Analysts weigh in on AMZN ahead of macro data
11/14/2023 03:34 PM,$ LYFT $LYFT,LYFT options implied volatility elevated
2025-01-30 16:07:51, $GOOGL ,GOOGL options implied volatility elevated
05/04/2023 09:21 AM,$TSLA / $ABNB,TSLA moves on headline cross-asset flows
2020-05-01 10:00:00, $ABNB ,Sector rotation lifts ABNB in late trade
2024-01-09 14:52:09,$ AMZN $AMZN,AMZN moves on headline cross-asset flows
2023-09-23T16:23:49,$ UBER $UBER,Funds trim exposure to UBER after sector read-across
2024-03-05 12:03:00,$ UBER $UBER,Traders debate valuation for UBER into quarter-end
2024-09-15 12:55:11, $UBER ,Traders debate valuation for UBER into quarter-end
2023/06/24 16:10:16, $AMZN ,Sector rotation lifts AMZN in late trade
02/06/2024 04:42 PM,$ AMZN $AMZN,AMZN options implied volatility elevated
2024-02-06 12:52:50, $TSLA ,Sector rotation lifts TSLA in late trade
2023-06-08 07:36:47, $AMZN ,Traders debate valuation for AMZN into quarter-end
2024-02-11 10:57:49, $UBER ,Funds trim exposure to UBER after sector read-across
2024-07-28 12:01:48,$ LYFT $LYFT,LYFT moves on headline cross-asset flows
"Feb 04, 2024 06:37:57", $MSFT ,MSFT sees block trade interest — sources
2024-08-09 06:05:31,$MSFT,  MSFT options implied volatility elevated  
2024-06-30 08:35:56,$ AAPL $AAPL,Funds trim exposure to AAPL after sector read-across
2023-06-27 15:47:42,$GOOGL / $LYFT,GOOGL options implied volatility elevated
2024-11-16 16:49:16,amzn ,AMZN moves on headline cross-asset flows
14-Jul-2024 15:22,$ TSLA $TSLA,TSLA options implied volatility elevated
2020/05/01 10:00:00,$ LYFT $LYFT,Traders debate valuation for LYFT into quarter-end
2023-08-22 12:35:01, $LYFT ,Analysts weigh in on LYFT ahead of macro data
2024/08/10 06:19:15,$AMZN / $UBER,Traders debate valuation for AMZN into quarter-end
24-Apr-2023 08:14,amzn ,Analysts weigh in on AMZN ahead of macro data
2024/08/11 16:18:22,aapl ,AAPL options implied volatility elevated
2020-05-01 10:00:00, $TSLA ,Funds trim exposure to TSLA after sector read-across
"Sep 17, 2024 10:10:03",$ZZTOP,GOOGL sees block trade interest — sources
2024-06-01T08:04:40, $ABNB ,ABNB active in premarket as volume spikes
10/08/2023 06:42 AM,ABNB,Traders debate valuation for ABNB into quarter-end
2023-09-19 09:14:05,crm ,CRM moves on headline cross-asset flows
2023-01-06T12:02:02,$ ABNB $ABNB,Traders debate valuation for ABNB into quarter-end
2020-05-01 10:00:00, $META ,Sector rotation lifts META in late trade
2023-11-09T14:00:55,TSLA,TSLA moves on headline cross-asset flows
22-Mar-2024 09:26, $TSLA ,TSLA sees block trade interest — sources
2024/03/31 16:50:39,$LYFT / $GOOGL,Funds trim exposure to LYFT after sector read-across
2024/05/24 16:58:51,ABNB,Sector rotation lifts ABNB in late trade
2024/01/21 15:33:35, $AMZN ,Analysts weigh in on AMZN ahead of macro data
2024-02-05 10:10:21, $TSLA ,TSLA moves on headline cross-asset flows
2023-02-14 16:34:54,tsla ,TSLA moves on headline cross-asset flows
"Aug 18, 2023 16:06:58", $TSLA ,Traders debate valuation for TSLA into quarter-end
2024-10-09 15:42:56, $CRM ,Funds trim exposure to CRM after sector read-across
2023-05-24 10:42:41,$ AMZN $AMZN,AMZN options implied volatility elevated
2024-03-15 16:10:54, $CRM ,CRM moves on headline cross-asset flows
17-Dec-2024 13:02,$ LYFT $LYFT,Funds trim exposure to LYFT after sector read-across
"Mar 07, 2024 11:57:26",$ABNB / $UBER,Sector rotation lifts ABNB in late trade
2024/09/12 09:29:59, $GOOGL ,GOOGL moves on headline cross-asset flows
03-Apr-2023 13:32,$GOOGL,GOOGL options implied volatility elevated
2023-04-26 16:28:55, $AMZN ,AMZN options implied volatility elevated
15-Dec-2024 13:09,$MSFT,MSFT active in premarket as volume spikes
2020-05-01T10:00:00,$AMZN,AMZN options implied volatility elevated
2024-06-02 15:22:06, $LYFT ,LYFT moves on headline cross-asset flows
"Oct 31, 2024 06:40:20", $ABNB ,ABNB sees block trade interest — sources
2023/11/03 14:34:12,$TSLA / $CRM,Traders debate valuation for TSLA into quarter-end
15-Feb-2024 15:54,$AAPL / $LYFT,Analysts weigh in on AAPL ahead of macro data
2024-04-14 14:06:46,$ AMZN $AMZN,AMZN options implied volatility elevated
2024-07-31 12:49:54,tsla ,TSLA options implied volatility elevated
"Jun 23, 2024 13:26:46",$ABNB,
07/17/2023 11:38 AM,crm ,"""CRM sees block trade interest — sources"""
2023/10/21 06:19:13, $TSLA ,Sector rotation lifts TSLA in late trade
2023-11-05T11:16:00,$LYFT,Traders debate valuation for LYFT into quarter-end
"Jan 07, 2023 11:27:31", $CRM ,CRM moves on headline cross-asset flows
2023-02-14 14:14:52, $MSFT ,MSFT moves on headline cross-asset flows
15-Feb-2023 06:10,$META / $META,Traders debate valuation for META into quarter-end
01/18/2025 12:02 PM, $AAPL ,AAPL active in premarket as volume spikes
2024/05/19 13:05:54,aapl ,Traders debate valuation for AAPL into quarter-end
07/08/2023 07:09 AM,$ LYFT $LYFT,Sector rotation lifts LYFT in late trade
09/07/2024 09:58 AM,$ ABNB $ABNB,ABNB sees block trade interest — sources
2023-10-24T15:59:51,$ABNB,Analysts weigh in on ABNB ahead of macro data
2024-01-26 09:00:06, $TSLA ,Funds trim exposure to TSLA after sector read-across
02/22/2025 09:09 AM, $GOOGL ,GOOGL sees block trade interest — sources
2023/03/28 07:06:29,$TSLA / $MSFT,Funds trim exposure to TSLA after sector read-across
29-Dec-2024 14:48,AMZN,AMZN active in premarket as volume spikes
14-Jul-2024 13:06, $META ,META moves on headline cross-asset flows
2023/07/04 07:32:42,$ AMZN $AMZN,Sector rotation lifts AMZN in late trade
02/27/2024 12:19 PM,$AMZN / $CRM,AMZN options implied volatility elevated
2024-09-29 14:32:06, $META ,Sector rotation lifts META in late trade
2020-05-01 10:00:00, $CRM ,CRM options implied volatility elevated
08/06/2024 07:13 AM,$UBER,Analysts weigh in on UBER ahead of macro data
2024-04-15 11:20:59,ABNB,Sector rotation lifts ABNB in late trade
2023-08-01 07:22:24, $LYFT ,LYFT options implied volatility elevated
"Apr 22, 2023 08:43:07", $META ,Analysts weigh in on META ahead of macro data
05/01/2020 10:00 AM, $MSFT ,  Sector rotation lifts MSFT in late trade  
2023-04-04 09:59:00,$TSLA,TSLA options implied volatility elevated
2024-11-24T06:45:26,abnb ,"""ABNB options implied volatility elevated"""
2024-03-18 13:12:30,AAPL,Sector rotation lifts AAPL in late trade
10/04/2024 02:07 PM,$ LYFT $LYFT,LYFT moves on headline cross-asset flows
2023-11-14T14:02:11,meta ,Sector rotation lifts META in late trade
2024/10/21 11:34:00,$ CRM $CRM,Funds trim exposure to CRM after sector read-across
2024-03-23T09:06:53, $LYFT ,Analysts weigh in on LYFT ahead of macro data
2020-05-01 10:00:00, $CRM ,CRM active in premarket as volume spikes
2023-12-14T14:45:00,$ AMZN $AMZN,Traders debate valuation for AMZN into quarter-end
"Jan 24, 2025 15:49:10", $LYFT ,Traders debate valuation for LYFT into quarter-end
2025-03-19 07:50:59,$GOOGL / $META,GOOGL options implied volatility elevated
09/04/2024 03:17 PM, $GOOGL ,Analysts weigh in on GOOGL ahead of macro data
19-Jul-2024 14:19,amzn ,Sector rotation lifts AMZN in late trade
2023-05-05 11:55:16, $LYFT ,Sector rotation lifts LYFT in late trade
"Jan 16, 2023 10:42:39",$ABNB,Analysts weigh in on ABNB ahead of macro data
28-Apr-2023 15:16,$CRM / $UBER,Analysts weigh in on CRM ahead of macro data
2024/02/26 16:50:10, $UBER ,UBER moves on headline cross-asset flows
2024-07-11T13:40:37,$ ABNB $ABNB,Funds trim exposure to ABNB after sector read-across
2023-12-25 07:34:31,$MSFT,MSFT active in premarket as volume spikes
2023-07-15 16:56:56,$ AAPL $AAPL,AAPL active in premarket as volume spikes
2024-12-20 09:43:06, $AAPL ,AAPL options implied volatility elevated
2024-03-05 11:35:45, $ABNB ,Traders debate valuation for ABNB into quarter-end
2024-05-29 11:18:28,$META,META moves on headline cross-asset flows
2023-09-09T14:44:40,$MSFT / $LYFT,  MSFT active in premarket as volume spikes  
2024-08-05T09:50:21,amzn ,AMZN active in premarket as volume spikes
2023/06/06 10:10:10,crm ,Funds trim exposure to CRM after sector read-across
"Mar 18, 2024 08:09:45",UBER,UBER active in premarket as volume spikes
18-Dec-2024 06:42, $META ,Funds trim exposure to META after sector read-across
20-Mar-2025 13:49, $MSFT ,Analysts weigh in on MSFT ahead of macro data
2024-01-30 08:50:12,$AMZN / $UBER,AMZN moves on headline cross-asset flows
06-Mar-2024 07:03,$TSLA,Analysts weigh in on TSLA ahead of macro data
2023-03-06 16:55:39, $META ,Analysts weigh in on META ahead of macro data
10/26/2024 02:57 PM,$ABNB / $AMZN,Sector rotation lifts ABNB in late trade
2023-02-04 13:18:05,amzn ,  AMZN moves on headline cross-asset flows  
07/05/2024 07:34 AM, $ABNB ,ABNB sees block trade interest — sources
26-Jan-2023 10:53, $GOOGL ,"GOOGL active in premarket as volume spikes
( wire )"
2024-10-12 16:47:06,LYFT,Funds trim exposure to LYFT after sector read-across
2024/04/09 10:08:15, $META ,Funds trim exposure to META after sector read-across
"Sep 11, 2024 10:52:57", $LYFT ,Traders debate valuation for LYFT into quarter-end
"May 14, 2024 15:45:29", $META ,META sees block trade interest — sources
2023-08-02 07:09:53,$AMZN / $TSLA,"""AMZN options implied volatility elevated"""
2024-07-05T11:32:25,$ TSLA $TSLA,TSLA sees block trade interest — sources
09/05/2024 09:43 AM, $AMZN ,AMZN options implied volatility elevated
2024-11-08 08:00:38, $AAPL ,Funds trim exposure to AAPL after sector read-across
2024-11-01 08:04:30,$ AMZN $AMZN,AMZN sees block trade interest — sources
"Aug 07, 2023 07:23:14",$AMZN / $LYFT,AMZN options implied volatility elevated
2025/02/15 13:24:31,CRM,CRM active in premarket as volume spikes
2024-02-07 10:44:42, $ABNB ,Analysts weigh in on ABNB ahead of macro data
2023-08-24 14:49:18,$GOOGL / $META,Analysts weigh in on GOOGL ahead of macro data
2023-05-30 13:39:19, $GOOGL ,GOOGL sees block trade interest — sources
05/01/2020 10:00 AM,AMZN,Analysts weigh in on AMZN ahead of macro data
06/17/2023 08:23 AM,$ AMZN $AMZN,Traders debate valuation for AMZN into quarter-end
"Feb 18, 2023 12:33:19",$UBER,UBER sees block trade interest — sources
2023-10-28T13:45:30,AAPL,
05/09/2024 07:33 AM, $CRM ,Analysts weigh in on CRM ahead of macro data
2025/03/11 13:13:26,$ MSFT $MSFT,Traders debate valuation for MSFT into quarter-end
08/31/2023 03:20 PM, $UBER ,Funds trim exposure to UBER after sector read-across
"Jul 07, 2023 14:56:16", $ABNB ,  ABNB moves on headline cross-asset flows  
16-Apr-2023 11:36,$ZZTOP,ABNB sees block trade interest — sources
2024-08-02T08:28:40, $CRM ,CRM sees block trade interest — sources
2023-11-15 13:35:40,$TSLA,TSLA options implied volatility elevated
"Feb 23, 2023 08:35:47", $LYFT ,  Funds trim exposure to LYFT after sector read-across  
"Nov 12, 2024 07:22:47",$AAPL / $MSFT,AAPL sees block trade interest — sources
2023-03-13 12:25:27, $MSFT ,MSFT active in premarket as volume spikes
23-Jul-2023 14:03,$ ABNB $ABNB,ABNB moves on headline cross-asset flows
2024/04/04 08:43:04, $UBER ,UBER options implied volatility elevated
03/06/2023 02:32 PM,META,Funds trim exposure to META after sector read-across
2024/11/25 15:11:49,$TSLA / $META,TSLA sees block trade interest — sources
25-Oct-2024 14:11, $LYFT ,Traders debate valuation for LYFT into quarter-end
2024-09-27 10:23:50, $AMZN ,Traders debate valuation for AMZN into quarter-end
08/19/2023 10:35 AM, $AAPL ,Analysts weigh in on AAPL ahead of macro data
2023/07/10 10:02:34, $AMZN ,AMZN moves on headline cross-asset flows
2025/03/12 11:29:14,$ABNB,Traders debate valuation for ABNB into quarter-end
22-Sep-2023 08:20,$TSLA / $META,TSLA options implied volatility elevated
2024-06-28 09:28:14,uber ,Traders debate valuation for UBER into quarter-end
19-Aug-2024 11:24, $MSFT ,Funds trim exposure to MSFT after sector read-across
2025-03-27T16:50:22,$ TSLA $TSLA,Traders debate valuation for TSLA into quarter-end
2024/05/27 07:18:13, $CRM ,CRM options implied volatility elevated
2023/02/28 09:50:52, $MSFT ,Traders debate valuation for MSFT into quarter-end
2024/10/27 16:16:38,TSLA,Traders debate valuation for TSLA into quarter-end
10/20/2023 07:53 AM, $AMZN ,AMZN active in premarket as volume spikes
2024-12-15T14:04:08, $AMZN ,Analysts weigh in on AMZN ahead of macro data
2025-02-16T13:35:13,uber ,UBER options implied volatility elevated
2024-04-19 11:37:41, $AMZN ,Sector rotation lifts AMZN in late trade
2023-11-18 12:39:40, $LYFT ,LYFT sees block trade interest — sources
2024-09-07 13:23:50, $ABNB ,ABNB options implied volatility elevated
12/09/2023 11:58 AM,$ AAPL $AAPL,Funds trim exposure to AAPL after sector read-across
2023-12-20T07:29:07, $META ,Traders debate valuation for META into quarter-end
2024-02-04 08:45:59,$ GOOGL $GOOGL,Analysts weigh in on GOOGL ahead of macro data
2020-05-01 10:00:00, $MSFT ,Sector rotation lifts MSFT in late trade
20-Feb-2023 11:58,$META,Funds trim exposure to META after sector read-across
2025/02/03 07:58:08,ABNB,"""ABNB active in premarket as volume spikes"""
2020/05/01 10:00:00, $CRM ,CRM options implied volatility elevated
2023-11-07 14:14:35,$ META $META,META active in premarket as volume spikes
2020-05-01T10:00:00,$GOOGL / $UBER,GOOGL sees block trade interest — sources
2023-10-18 11:28:40,$AAPL,Traders debate valuation for AAPL into quarter-end
13-Nov-2024 16:47,UBER,"  ""Analysts weigh in on UBER ahead of macro data""  "
2023-05-05 14:19:43, $ABNB ,Traders debate valuation for ABNB into quarter-end
